M,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
F,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14
F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11
F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11
M,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,12
M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12
I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5
I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7
M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7
I,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8
M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
I,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8
I,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10
M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8
M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9
F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,8
M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10
M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8
I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10
M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10
F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
M,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
I,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9
M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10
F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
F,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9
M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10
F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11
M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11
M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
I,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5
I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4
I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7
I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6
I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7
I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
I,0.365,0.275,0.085,0.223,0.098,0.0375,0.075,7
I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6
I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,6
I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7
I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
I,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,6
I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6
I,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8
I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11
I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
I,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7
I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7
I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7
I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7
I,0.47,0.375,0.12,0.487,0.196,0.099,0.135,8
I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9
I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7
I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8
I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9
I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,8
F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10
I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8
I,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9
I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8
I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9
I,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8
I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10
I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7
I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9
I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9
F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7
M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9
M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9
I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13
F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9
M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9
M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9
I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11
F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9
M,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9
F,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9
F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10
F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11
M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9
M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10
M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8
F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11
M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11
M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9
M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12
M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11
M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11
F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9
F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12
M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10
I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11
F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10
F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10
F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
M,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11
F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
M,0.68,0.54,0.155,1.534,0.671,0.379,0.384,10
M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
M,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13
F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13
M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13
F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
F,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
F,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11
F,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
M,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
I,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
I,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
I,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6
I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7
I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6
I,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5
I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6
I,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6
I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6
I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
I,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6
I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
I,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
I,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7
I,0.395,0.29,0.095,0.3,0.158,0.068,0.078,7
I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
I,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
I,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7
I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
M,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
I,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7
M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10
I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9
F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9
F,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9
M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
